event_id,user_email,event_type,time_stamp,event_name,event_status
8511949,alex_jones@yahoo.com,capsule,2021-07-08,computation,completed
8511954,alex_jones@yahoo.com,capsule,2021-11-08,create,completed
8511959,reece_gorczany38@hotmail.com,dataset,2021-08-28,create,stopped
8511964,ambrose.leuschke@hotmail.com,dataset,2021-03-10,computation,stopped
8511969,sammie.stracke3@gmail.com,capsule,2021-06-15,computation,failed
8511974,winfield.mcclure50@gmail.com,dataset,2021-03-04,view,completed
8511979,concepcion.bins@hotmail.com,dataset,2021-09-21,create,failed
8511984,joanie.crooks60@yahoo.com,capsule,2021-04-23,view,failed
8511989,alexzander_kuhic98@hotmail.com,dataset,2021-12-08,create,stopped
8511994,chance_murazik90@gmail.com,dataset,2021-05-27,view,failed
8511999,lucinda.ankunding3@gmail.com,dataset,2021-10-03,create,failed
8512004,jayde_daugherty@yahoo.com,dataset,2021-11-17,view,stopped
8512009,haleigh76@gmail.com,dataset,2021-05-25,computation,failed
8512014,cordell_hackett@yahoo.com,dataset,2021-09-03,create,completed
8512019,raphael41@yahoo.com,capsule,2021-01-14,create,failed
8512024,lucinda.ankunding3@gmail.com,dataset,2021-03-31,create,stopped
8512029,savanah.spinka43@gmail.com,capsule,2021-11-05,computation,completed
8512034,destiny.lang@hotmail.com,dataset,2021-03-09,create,completed
8512039,darien50@yahoo.com,capsule,2021-05-23,view,completed
8512044,carmen52@gmail.com,dataset,2021-01-18,view,completed
8512049,concepcion.bins@hotmail.com,dataset,2021-05-21,create,completed
8512054,rodger_cronin@gmail.com,dataset,2021-12-23,create,failed
8512059,reece_gorczany38@hotmail.com,dataset,2021-11-07,view,failed
8512064,chanel83@gmail.com,dataset,2021-11-27,view,failed
8512069,nikki.pfeffer33@hotmail.com,capsule,2021-10-19,create,failed
8512074,carter.carroll@yahoo.com,capsule,2021-06-16,computation,failed
8512079,haleigh76@gmail.com,capsule,2021-12-30,create,stopped
8512084,andy.kshlerin67@gmail.com,capsule,2021-08-27,computation,completed
8512089,margaretta_langosh86@gmail.com,dataset,2021-11-16,create,failed
8512094,darien50@yahoo.com,capsule,2021-11-13,view,completed
8512099,dino99@gmail.com,capsule,2021-05-03,create,failed
8512104,mckenzie73@gmail.com,dataset,2021-11-15,create,stopped
8512109,luisa.bartell@gmail.com,capsule,2021-08-17,create,stopped
8512114,joanie.crooks60@yahoo.com,dataset,2021-01-24,create,completed
8512119,nelda_ebert@hotmail.com,capsule,2021-09-11,create,stopped
8512124,brandyn_armstrong91@gmail.com,dataset,2021-07-19,view,stopped
8512129,melany45@gmail.com,capsule,2021-08-03,computation,stopped
8512134,gonzalo20@yahoo.com,capsule,2021-10-16,computation,stopped
8512139,angelina.block@hotmail.com,dataset,2021-09-14,computation,failed
8512144,thelma.herman@hotmail.com,capsule,2021-06-04,create,stopped
8512149,alexzander_kuhic98@hotmail.com,dataset,2021-04-04,computation,stopped
8512154,darien50@yahoo.com,capsule,2021-06-04,view,stopped
8512159,gonzalo20@yahoo.com,capsule,2021-03-04,create,failed
8512164,haleigh76@gmail.com,capsule,2021-02-13,computation,stopped
8512169,carter.carroll@yahoo.com,capsule,2021-06-05,view,failed
8512174,alexzander_kuhic98@hotmail.com,dataset,2021-07-11,computation,failed
8512179,stanford94@yahoo.com,capsule,2021-03-16,create,completed
8512184,brandyn_armstrong91@gmail.com,capsule,2021-04-19,computation,stopped
8512189,myles31@yahoo.com,dataset,2021-10-23,create,completed
8512194,sammie.stracke3@gmail.com,capsule,2021-05-03,view,completed
8512199,fay83@hotmail.com,dataset,2021-04-04,computation,failed
8512204,norma_crona19@gmail.com,capsule,2021-02-10,create,failed
8512209,andy.kshlerin67@gmail.com,capsule,2021-10-14,view,failed
8512214,monica_botsford8@gmail.com,capsule,2021-02-18,computation,completed
8512219,ezekiel95@yahoo.com,dataset,2021-08-19,create,failed
8512224,geoffrey.collier@gmail.com,dataset,2021-03-11,create,stopped
8512229,raphael41@yahoo.com,dataset,2021-05-05,create,failed
8512234,brandyn_armstrong91@gmail.com,dataset,2021-03-11,computation,stopped
8512239,myles31@yahoo.com,dataset,2021-07-21,view,failed
8512244,myles31@yahoo.com,capsule,2021-08-01,view,stopped
8512249,gonzalo20@yahoo.com,capsule,2021-01-22,view,completed
8512254,thelma.herman@hotmail.com,dataset,2021-11-29,computation,stopped
8512259,lucinda.ankunding3@gmail.com,dataset,2021-11-01,create,completed
8512264,ryder.blick@yahoo.com,capsule,2021-06-05,create,failed
8512269,lucinda.ankunding3@gmail.com,dataset,2021-12-26,view,completed
8512274,myles31@yahoo.com,capsule,2021-07-26,view,completed
8512279,sierra22@yahoo.com,capsule,2021-05-18,computation,failed
8512284,kavon90@yahoo.com,dataset,2021-02-05,view,failed
8512289,aileen.muller@hotmail.com,capsule,2021-10-06,create,stopped
8512294,winfield.mcclure50@gmail.com,capsule,2021-01-24,computation,completed
8512299,lucinda.ankunding3@gmail.com,capsule,2021-04-02,create,failed
8512304,melany45@gmail.com,dataset,2021-09-25,create,completed
8512309,ambrose.leuschke@hotmail.com,capsule,2021-01-27,computation,completed
8512314,mckenzie73@gmail.com,capsule,2021-08-03,create,stopped
8512319,margaretta_langosh86@gmail.com,dataset,2021-05-05,computation,stopped
8512324,darien50@yahoo.com,dataset,2021-04-17,create,completed
8512329,thelma.herman@hotmail.com,dataset,2021-07-02,computation,failed
8512334,carter.carroll@yahoo.com,capsule,2021-03-20,view,failed
8512339,reece_gorczany38@hotmail.com,capsule,2021-05-18,create,failed
8512344,darien50@yahoo.com,dataset,2021-06-11,computation,stopped
8512349,dino99@gmail.com,dataset,2021-08-29,view,completed
8512354,nikki.pfeffer33@hotmail.com,capsule,2021-11-17,computation,stopped
8512359,monica_botsford8@gmail.com,capsule,2021-03-29,create,failed
8512364,nikki.pfeffer33@hotmail.com,dataset,2021-07-24,create,stopped
8512369,raphael41@yahoo.com,dataset,2021-11-02,computation,completed
8512374,nikki.pfeffer33@hotmail.com,capsule,2021-01-15,create,completed
8512379,brandyn_armstrong91@gmail.com,dataset,2021-10-10,computation,stopped
8512384,stanford94@yahoo.com,dataset,2021-08-31,create,completed
8512389,geoffrey.collier@gmail.com,capsule,2021-08-07,create,completed
8512394,savanah.spinka43@gmail.com,dataset,2021-10-03,computation,completed
8512399,darien50@yahoo.com,capsule,2021-08-23,computation,stopped
8512404,angelina.block@hotmail.com,dataset,2021-08-10,view,failed
8512409,mckenzie73@gmail.com,capsule,2021-03-22,create,failed
8512414,savanah.spinka43@gmail.com,dataset,2021-06-30,view,completed
8512419,ryder.blick@yahoo.com,capsule,2021-05-09,create,stopped
8512424,margaretta_langosh86@gmail.com,capsule,2021-08-06,computation,failed
8512429,alexandro.wyman@gmail.com,capsule,2021-10-10,computation,stopped
8512434,cordell_hackett@yahoo.com,dataset,2021-05-22,create,completed
8512439,darien50@yahoo.com,dataset,2021-07-29,computation,completed
8512444,ezekiel95@yahoo.com,capsule,2021-11-11,create,failed
8512449,kavon90@yahoo.com,capsule,2021-10-11,create,stopped
8512454,mckenzie73@gmail.com,capsule,2021-10-15,create,failed
8512459,carmen52@gmail.com,dataset,2021-10-01,view,completed
8512464,kavon90@yahoo.com,capsule,2021-06-15,create,failed
8512469,nikki.pfeffer33@hotmail.com,capsule,2021-11-02,computation,failed
8512474,concepcion.bins@hotmail.com,dataset,2021-07-31,computation,completed
8512479,allen.cormier@yahoo.com,dataset,2021-05-04,create,failed
8512484,carmen52@gmail.com,capsule,2021-08-21,view,stopped
8512489,joanie.crooks60@yahoo.com,capsule,2021-12-22,create,stopped
8512494,geoffrey.collier@gmail.com,capsule,2021-07-09,view,completed
8512499,fay83@hotmail.com,capsule,2021-06-29,computation,completed
8512504,allen.cormier@yahoo.com,capsule,2021-12-01,computation,completed
8512509,carmen52@gmail.com,dataset,2021-02-24,computation,completed
8512514,mckenzie73@gmail.com,dataset,2021-12-12,create,stopped
8512519,darien50@yahoo.com,capsule,2021-02-01,computation,failed
8512524,carter.carroll@yahoo.com,capsule,2021-02-02,create,failed
8512529,maximillian_bayer@hotmail.com,capsule,2021-12-14,view,completed
8512534,concepcion.bins@hotmail.com,dataset,2021-02-15,computation,failed
8512539,kenna11@hotmail.com,dataset,2021-10-30,view,failed
8512544,angelina.block@hotmail.com,capsule,2021-12-15,create,failed
8512549,monica_botsford8@gmail.com,dataset,2021-04-13,computation,failed
8512554,ambrose.leuschke@hotmail.com,capsule,2021-06-18,create,stopped
8512559,gonzalo20@yahoo.com,dataset,2021-11-09,view,completed
8512564,ezekiel95@yahoo.com,capsule,2021-11-02,computation,failed
8512569,carmen52@gmail.com,dataset,2021-02-18,computation,completed
8512574,jayde_daugherty@yahoo.com,dataset,2021-01-01,create,stopped
8512579,chance_murazik90@gmail.com,capsule,2021-05-10,computation,stopped
8512584,concepcion.bins@hotmail.com,dataset,2021-07-15,view,completed
8512589,carter.carroll@yahoo.com,dataset,2021-05-12,view,stopped
8512594,aileen.muller@hotmail.com,capsule,2021-07-03,view,completed
8512599,margaretta_langosh86@gmail.com,dataset,2021-07-04,computation,completed
8512604,dino99@gmail.com,dataset,2021-03-13,view,stopped
8512609,savanah.spinka43@gmail.com,dataset,2021-06-10,view,failed
8512614,ashly58@yahoo.com,capsule,2021-04-17,computation,completed
8512619,andy.kshlerin67@gmail.com,capsule,2021-07-28,create,completed
8512624,andy.kshlerin67@gmail.com,capsule,2021-02-02,view,failed
8512629,joanie.crooks60@yahoo.com,capsule,2021-01-03,view,failed
8512634,cordell_hackett@yahoo.com,capsule,2021-06-29,computation,completed
8512639,gonzalo20@yahoo.com,capsule,2021-02-08,create,completed
8512644,darien50@yahoo.com,capsule,2021-09-23,view,stopped
8512649,reece_gorczany38@hotmail.com,dataset,2021-06-15,view,stopped
8512654,margaretta_langosh86@gmail.com,dataset,2021-09-22,computation,completed
8512659,lucinda.ankunding3@gmail.com,capsule,2021-06-05,view,completed
8512664,haleigh76@gmail.com,capsule,2021-06-11,create,failed
8512669,sammie.stracke3@gmail.com,dataset,2021-08-18,computation,completed
8512674,savanah.spinka43@gmail.com,dataset,2021-06-25,create,completed
8512679,jayde_daugherty@yahoo.com,dataset,2021-03-09,computation,failed
8512684,cordell_hackett@yahoo.com,capsule,2021-03-21,computation,stopped
8512689,winfield.mcclure50@gmail.com,dataset,2021-01-04,view,stopped
8512694,kenna11@hotmail.com,capsule,2021-10-12,create,completed
8512699,concepcion.bins@hotmail.com,capsule,2021-12-26,create,stopped
8512704,fay83@hotmail.com,capsule,2021-04-24,computation,stopped
8512709,myles31@yahoo.com,dataset,2021-10-29,create,completed
8512714,ryder.blick@yahoo.com,dataset,2021-12-23,create,completed
8512719,thelma.herman@hotmail.com,capsule,2021-04-28,create,stopped
8512724,jayde_daugherty@yahoo.com,dataset,2021-04-10,computation,failed
8512729,chance_murazik90@gmail.com,capsule,2021-09-10,create,failed
8512734,lucinda.ankunding3@gmail.com,capsule,2021-03-07,create,completed
8512739,margaretta_langosh86@gmail.com,capsule,2021-06-25,computation,failed
8512744,haleigh76@gmail.com,dataset,2021-06-12,computation,completed
8512749,ambrose.leuschke@hotmail.com,dataset,2021-01-30,view,stopped
8512754,darien50@yahoo.com,capsule,2021-08-14,computation,failed
8512759,reece_gorczany38@hotmail.com,capsule,2021-10-02,view,failed
8512764,mckenzie73@gmail.com,capsule,2021-06-06,computation,failed
8512769,andy.kshlerin67@gmail.com,dataset,2021-04-29,create,completed
8512774,concepcion.bins@hotmail.com,capsule,2021-12-19,view,stopped
8512779,aileen.muller@hotmail.com,capsule,2021-05-04,computation,stopped
8512784,maximillian_bayer@hotmail.com,capsule,2021-07-24,computation,failed
8512789,thelma.herman@hotmail.com,dataset,2021-03-19,view,failed
8512794,dino99@gmail.com,dataset,2021-02-27,view,completed
8512799,geoffrey.collier@gmail.com,capsule,2021-11-03,create,stopped
8512804,haleigh76@gmail.com,dataset,2021-04-06,view,stopped
8512809,destiny.lang@hotmail.com,capsule,2021-09-07,computation,completed
8512814,raphael41@yahoo.com,capsule,2021-06-23,view,completed
8512819,alexzander_kuhic98@hotmail.com,capsule,2021-12-03,create,completed
8512824,norma_crona19@gmail.com,dataset,2021-05-01,create,stopped
8512829,melany45@gmail.com,capsule,2021-10-10,computation,completed
8512834,luisa.bartell@gmail.com,capsule,2021-06-23,create,stopped
8512839,nikki.pfeffer33@hotmail.com,dataset,2021-10-23,view,stopped
8512844,alex_jones@yahoo.com,dataset,2021-09-01,create,stopped
8512849,gonzalo20@yahoo.com,capsule,2021-08-13,view,completed
8512854,angelina.block@hotmail.com,dataset,2021-02-15,create,failed
8512859,margaretta_langosh86@gmail.com,capsule,2021-09-27,computation,completed
8512864,angelina.block@hotmail.com,capsule,2021-06-29,computation,completed
8512869,cordell_hackett@yahoo.com,capsule,2021-10-22,create,stopped
8512874,andy.kshlerin67@gmail.com,capsule,2021-03-03,computation,completed
8512879,fay83@hotmail.com,dataset,2021-12-14,create,failed
8512884,monica_botsford8@gmail.com,dataset,2021-10-11,view,completed
8512889,winfield.mcclure50@gmail.com,dataset,2021-11-14,create,stopped
8512894,aileen.muller@hotmail.com,dataset,2021-05-11,view,stopped
8512899,allen.cormier@yahoo.com,capsule,2021-11-26,view,failed
8512904,alexandro.wyman@gmail.com,capsule,2021-09-27,view,completed
8512909,kenna11@hotmail.com,capsule,2021-02-23,create,stopped
8512914,destiny.lang@hotmail.com,capsule,2021-05-18,view,completed
8512919,gonzalo20@yahoo.com,capsule,2021-07-09,computation,failed
8512924,jayde_daugherty@yahoo.com,dataset,2021-10-18,view,failed
8512929,raphael41@yahoo.com,capsule,2021-12-31,create,failed
8512934,cordell_hackett@yahoo.com,dataset,2021-08-04,computation,completed
8512939,alex_jones@yahoo.com,capsule,2021-06-22,computation,completed
8512944,jayde_daugherty@yahoo.com,dataset,2021-11-07,view,failed
8512949,myles31@yahoo.com,dataset,2021-08-07,view,stopped
8512954,chanel83@gmail.com,capsule,2021-04-26,computation,completed
8512959,dino99@gmail.com,dataset,2021-03-13,create,failed
8512964,angelina.block@hotmail.com,capsule,2021-10-21,view,stopped
8512969,fay83@hotmail.com,dataset,2021-12-17,view,stopped
8512974,dino99@gmail.com,capsule,2021-09-10,computation,completed
8512979,margaretta_langosh86@gmail.com,capsule,2021-07-21,view,stopped
8512984,reece_gorczany38@hotmail.com,capsule,2021-01-18,computation,stopped
8512989,nelda_ebert@hotmail.com,dataset,2021-08-26,view,stopped
8512994,carmelo42@hotmail.com,dataset,2021-07-11,view,stopped
8512999,chance_murazik90@gmail.com,dataset,2021-06-02,create,stopped
8513004,ryder.blick@yahoo.com,capsule,2021-05-28,create,completed
8513009,alexandro.wyman@gmail.com,capsule,2021-07-15,view,completed
8513014,norma_crona19@gmail.com,capsule,2021-01-13,view,stopped
8513019,carmen52@gmail.com,dataset,2021-02-07,computation,failed
8513024,geoffrey.collier@gmail.com,dataset,2021-06-19,computation,stopped
8513029,geoffrey.collier@gmail.com,capsule,2021-05-19,computation,completed
8513034,lucinda.ankunding3@gmail.com,capsule,2021-09-17,computation,failed
8513039,maximillian_bayer@hotmail.com,dataset,2021-07-15,view,stopped
8513044,raphael41@yahoo.com,dataset,2021-12-31,create,failed
8513049,gonzalo20@yahoo.com,dataset,2021-06-14,view,completed
8513054,alexzander_kuhic98@hotmail.com,capsule,2021-10-12,computation,completed
8513059,thelma.herman@hotmail.com,capsule,2021-03-21,view,completed
8513064,alexandro.wyman@gmail.com,capsule,2021-09-06,create,failed
8513069,rodger_cronin@gmail.com,capsule,2021-04-08,create,completed
8513074,haleigh76@gmail.com,dataset,2021-07-23,computation,failed
8513079,carmelo42@hotmail.com,dataset,2021-08-19,computation,stopped
8513084,angelina.block@hotmail.com,capsule,2021-05-20,view,stopped
8513089,brandyn_armstrong91@gmail.com,dataset,2021-03-31,view,completed
8513094,nikki.pfeffer33@hotmail.com,capsule,2021-09-22,create,stopped
8513099,savanah.spinka43@gmail.com,dataset,2021-04-07,view,stopped
8513104,angelina.block@hotmail.com,dataset,2021-05-20,view,stopped
8513109,ezekiel95@yahoo.com,capsule,2021-09-05,create,completed
8513114,carmelo42@hotmail.com,capsule,2021-08-30,create,failed
8513119,sierra22@yahoo.com,capsule,2021-10-23,view,failed
8513124,sammie.stracke3@gmail.com,capsule,2021-11-16,create,completed
8513129,aileen.muller@hotmail.com,capsule,2021-07-11,view,failed
8513134,monica_botsford8@gmail.com,dataset,2021-05-08,computation,stopped
8513139,brandyn_armstrong91@gmail.com,capsule,2021-07-25,view,completed
8513144,carter.carroll@yahoo.com,capsule,2021-03-25,view,stopped
8513149,carter.carroll@yahoo.com,dataset,2021-11-29,computation,completed
8513154,allen.cormier@yahoo.com,capsule,2021-09-14,create,failed
8513159,margaretta_langosh86@gmail.com,dataset,2021-12-01,computation,completed
8513164,ezekiel95@yahoo.com,dataset,2021-07-30,computation,failed
8513169,winfield.mcclure50@gmail.com,dataset,2021-06-25,computation,completed
8513174,margaretta_langosh86@gmail.com,capsule,2021-10-29,view,completed
8513179,andy.kshlerin67@gmail.com,dataset,2021-06-01,view,stopped
8513184,aileen.muller@hotmail.com,capsule,2021-01-12,computation,completed
8513189,chance_murazik90@gmail.com,capsule,2021-07-14,view,completed
8513194,nikki.pfeffer33@hotmail.com,dataset,2021-09-13,create,failed
8513199,monica_botsford8@gmail.com,dataset,2021-07-19,computation,stopped
8513204,rodger_cronin@gmail.com,capsule,2021-07-22,create,completed
8513209,luisa.bartell@gmail.com,capsule,2021-08-08,create,completed
8513214,destiny.lang@hotmail.com,capsule,2021-05-10,computation,completed
8513219,raphael41@yahoo.com,capsule,2021-11-25,computation,failed
8513224,gonzalo20@yahoo.com,dataset,2021-12-15,computation,stopped
8513229,raphael41@yahoo.com,dataset,2021-04-23,view,failed
8513234,thelma.herman@hotmail.com,dataset,2021-09-20,computation,completed
8513239,allen.cormier@yahoo.com,capsule,2021-10-05,create,completed
8513244,carmelo42@hotmail.com,dataset,2021-05-08,create,failed
8513249,thelma.herman@hotmail.com,capsule,2021-08-21,create,stopped
8513254,winfield.mcclure50@gmail.com,capsule,2021-05-26,view,completed
8513259,angelina.block@hotmail.com,dataset,2021-01-08,create,stopped
8513264,angelina.block@hotmail.com,capsule,2021-02-25,computation,stopped
8513269,carmelo42@hotmail.com,capsule,2021-10-20,computation,failed
8513274,winfield.mcclure50@gmail.com,dataset,2021-12-15,create,failed
8513279,destiny.lang@hotmail.com,dataset,2021-03-20,create,failed
8513284,concepcion.bins@hotmail.com,dataset,2021-06-12,view,completed
8513289,joanie.crooks60@yahoo.com,capsule,2021-04-09,computation,failed
8513294,cordell_hackett@yahoo.com,capsule,2021-08-27,computation,failed
8513299,ryder.blick@yahoo.com,capsule,2021-05-29,computation,failed
8513304,maximillian_bayer@hotmail.com,capsule,2021-02-01,view,stopped
8513309,destiny.lang@hotmail.com,dataset,2021-10-19,view,stopped
8513314,darien50@yahoo.com,capsule,2021-07-30,computation,failed
8513319,destiny.lang@hotmail.com,capsule,2021-08-15,view,failed
8513324,lucinda.ankunding3@gmail.com,capsule,2021-02-11,computation,completed
8513329,ashly58@yahoo.com,dataset,2021-03-12,computation,failed
8513334,thelma.herman@hotmail.com,capsule,2021-11-22,view,completed
8513339,aileen.muller@hotmail.com,dataset,2021-11-01,view,failed
8513344,carter.carroll@yahoo.com,capsule,2021-06-18,create,failed
8513349,carmen52@gmail.com,dataset,2021-05-09,create,failed
8513354,dino99@gmail.com,capsule,2021-09-07,view,stopped
8513359,darien50@yahoo.com,capsule,2021-03-20,view,stopped
8513364,nikki.pfeffer33@hotmail.com,capsule,2021-06-01,view,stopped
8513369,rodger_cronin@gmail.com,capsule,2021-03-27,view,completed
8513374,cordell_hackett@yahoo.com,dataset,2021-09-12,create,failed
8513379,ashly58@yahoo.com,capsule,2021-04-30,computation,stopped
8513384,fay83@hotmail.com,capsule,2021-02-10,view,completed
8513389,angelina.block@hotmail.com,dataset,2021-02-09,computation,completed
8513394,norma_crona19@gmail.com,capsule,2021-04-30,create,stopped
8513399,chanel83@gmail.com,capsule,2021-07-07,view,failed
8513404,alexandro.wyman@gmail.com,dataset,2021-02-27,create,stopped
8513409,norma_crona19@gmail.com,dataset,2021-07-28,computation,failed
8513414,raphael41@yahoo.com,capsule,2021-02-23,create,completed
8513419,nelda_ebert@hotmail.com,dataset,2021-10-21,computation,completed
8513424,destiny.lang@hotmail.com,dataset,2021-07-30,create,completed
8513429,darien50@yahoo.com,dataset,2021-06-14,computation,completed
8513434,norma_crona19@gmail.com,dataset,2021-02-15,view,failed
8513439,allen.cormier@yahoo.com,dataset,2021-07-26,view,failed
8513444,darien50@yahoo.com,dataset,2021-02-28,create,stopped
8513449,rodger_cronin@gmail.com,capsule,2021-10-04,computation,completed
8513454,kenna11@hotmail.com,dataset,2021-04-05,computation,completed
8513459,myles31@yahoo.com,dataset,2021-07-23,view,stopped
8513464,carmelo42@hotmail.com,capsule,2021-11-12,create,failed
8513469,andy.kshlerin67@gmail.com,capsule,2021-12-14,create,failed
8513474,thelma.herman@hotmail.com,capsule,2021-10-12,create,completed
8513479,destiny.lang@hotmail.com,dataset,2021-01-27,computation,stopped
8513484,maximillian_bayer@hotmail.com,capsule,2021-08-02,view,completed
8513489,sammie.stracke3@gmail.com,capsule,2021-04-06,create,failed
8513494,carmen52@gmail.com,dataset,2021-11-15,create,stopped
8513499,geoffrey.collier@gmail.com,capsule,2021-04-15,create,stopped
8513504,darien50@yahoo.com,dataset,2021-05-29,create,completed
8513509,carter.carroll@yahoo.com,capsule,2021-12-29,computation,completed
8513514,chanel83@gmail.com,dataset,2021-07-01,create,stopped
8513519,aileen.muller@hotmail.com,dataset,2021-02-08,create,completed
8513524,chance_murazik90@gmail.com,capsule,2021-04-13,computation,stopped
8513529,destiny.lang@hotmail.com,dataset,2021-10-22,computation,completed
8513534,monica_botsford8@gmail.com,capsule,2021-01-02,computation,completed
8513539,lucinda.ankunding3@gmail.com,capsule,2021-03-17,view,failed
8513544,rodger_cronin@gmail.com,dataset,2021-02-02,view,completed
8513549,rodger_cronin@gmail.com,dataset,2021-05-21,computation,completed
8513554,alex_jones@yahoo.com,dataset,2021-08-02,computation,completed
8513559,reece_gorczany38@hotmail.com,dataset,2021-09-16,create,stopped
8513564,andy.kshlerin67@gmail.com,capsule,2021-08-04,computation,failed
8513569,alexandro.wyman@gmail.com,dataset,2021-05-08,create,stopped
8513574,kavon90@yahoo.com,capsule,2021-02-18,create,stopped
8513579,rodger_cronin@gmail.com,capsule,2021-08-09,create,failed
8513584,darien50@yahoo.com,capsule,2021-03-15,computation,completed
8513589,lucinda.ankunding3@gmail.com,dataset,2021-01-18,create,completed
8513594,nikki.pfeffer33@hotmail.com,dataset,2021-12-29,computation,failed
8513599,maximillian_bayer@hotmail.com,capsule,2021-08-03,view,completed
8513604,fay83@hotmail.com,dataset,2021-08-26,computation,completed
8513609,carmelo42@hotmail.com,dataset,2021-05-09,view,completed
8513614,thelma.herman@hotmail.com,dataset,2021-02-18,view,stopped
8513619,stanford94@yahoo.com,dataset,2021-05-04,view,failed
8513624,fay83@hotmail.com,capsule,2021-12-27,create,stopped
8513629,jayde_daugherty@yahoo.com,dataset,2021-06-11,create,failed
8513634,nelda_ebert@hotmail.com,dataset,2021-11-21,computation,stopped
8513639,norma_crona19@gmail.com,capsule,2021-03-27,create,failed
8513644,carmen52@gmail.com,dataset,2021-01-26,view,failed
8513649,chance_murazik90@gmail.com,dataset,2021-05-05,computation,stopped
8513654,sierra22@yahoo.com,dataset,2021-09-06,computation,completed
8513659,haleigh76@gmail.com,capsule,2021-01-23,create,stopped
8513664,destiny.lang@hotmail.com,capsule,2021-04-21,view,failed
8513669,ashly58@yahoo.com,dataset,2021-08-22,create,failed
8513674,monica_botsford8@gmail.com,capsule,2021-06-16,computation,completed
8513679,destiny.lang@hotmail.com,capsule,2021-11-02,view,failed
8513684,ashly58@yahoo.com,capsule,2021-06-11,create,stopped
8513689,sammie.stracke3@gmail.com,dataset,2021-12-31,view,completed
8513694,chanel83@gmail.com,capsule,2021-08-28,computation,stopped
8513699,margaretta_langosh86@gmail.com,dataset,2021-09-10,view,completed
8513704,cordell_hackett@yahoo.com,dataset,2021-05-13,computation,stopped
8513709,alexzander_kuhic98@hotmail.com,dataset,2021-06-27,create,stopped
8513714,darien50@yahoo.com,dataset,2021-01-06,computation,failed
8513719,sammie.stracke3@gmail.com,dataset,2021-04-06,view,stopped
8513724,ryder.blick@yahoo.com,dataset,2021-08-31,create,stopped
8513729,joanie.crooks60@yahoo.com,capsule,2021-08-29,create,completed
8513734,alex_jones@yahoo.com,dataset,2021-07-25,create,failed
8513739,nelda_ebert@hotmail.com,dataset,2021-12-11,view,stopped
8513744,angelina.block@hotmail.com,dataset,2021-08-05,view,completed
8513749,chanel83@gmail.com,dataset,2021-06-12,view,completed
8513754,alexzander_kuhic98@hotmail.com,dataset,2021-02-14,view,failed
8513759,nikki.pfeffer33@hotmail.com,capsule,2021-08-19,create,failed
8513764,ezekiel95@yahoo.com,capsule,2021-02-18,view,completed
8513769,gonzalo20@yahoo.com,dataset,2021-05-09,computation,stopped
8513774,andy.kshlerin67@gmail.com,dataset,2021-09-11,view,failed
8513779,sammie.stracke3@gmail.com,capsule,2021-05-02,computation,stopped
8513784,concepcion.bins@hotmail.com,capsule,2021-01-09,computation,completed
8513789,kavon90@yahoo.com,dataset,2021-10-30,create,completed
8513794,destiny.lang@hotmail.com,dataset,2021-12-18,view,completed
8513799,jayde_daugherty@yahoo.com,capsule,2021-02-17,create,completed
8513804,monica_botsford8@gmail.com,capsule,2021-11-24,view,stopped
8513809,kenna11@hotmail.com,capsule,2021-07-24,create,completed
8513814,alex_jones@yahoo.com,dataset,2021-08-03,create,completed
8513819,allen.cormier@yahoo.com,capsule,2021-12-25,create,completed
8513824,ambrose.leuschke@hotmail.com,dataset,2021-04-26,computation,completed
8513829,monica_botsford8@gmail.com,capsule,2021-07-04,view,failed
8513834,ambrose.leuschke@hotmail.com,capsule,2021-02-08,create,failed
8513839,andy.kshlerin67@gmail.com,dataset,2021-03-01,view,stopped
8513844,fay83@hotmail.com,capsule,2021-02-13,view,completed
8513849,luisa.bartell@gmail.com,capsule,2021-12-05,computation,failed
8513854,dino99@gmail.com,capsule,2021-06-16,create,failed
8513859,destiny.lang@hotmail.com,capsule,2021-09-18,create,completed
8513864,reece_gorczany38@hotmail.com,capsule,2021-04-13,computation,stopped
8513869,monica_botsford8@gmail.com,dataset,2021-11-27,computation,failed
8513874,alex_jones@yahoo.com,dataset,2021-05-29,computation,stopped
8513879,maximillian_bayer@hotmail.com,capsule,2021-05-19,computation,stopped
8513884,ambrose.leuschke@hotmail.com,capsule,2021-02-23,create,failed
8513889,dino99@gmail.com,capsule,2021-11-08,computation,failed
8513894,thelma.herman@hotmail.com,capsule,2021-05-19,view,stopped
8513899,kavon90@yahoo.com,dataset,2021-10-30,view,failed
8513904,kenna11@hotmail.com,capsule,2021-02-22,computation,stopped
8513909,chanel83@gmail.com,dataset,2021-12-13,computation,stopped
8513914,ashly58@yahoo.com,dataset,2021-07-05,view,failed
8513919,allen.cormier@yahoo.com,dataset,2021-11-08,view,stopped
8513924,melany45@gmail.com,dataset,2021-12-16,computation,completed
8513929,luisa.bartell@gmail.com,dataset,2021-01-06,view,failed
8513934,nikki.pfeffer33@hotmail.com,dataset,2021-10-19,view,stopped
8513939,haleigh76@gmail.com,capsule,2021-10-03,view,stopped
8513944,savanah.spinka43@gmail.com,dataset,2021-02-28,computation,failed
8513949,concepcion.bins@hotmail.com,dataset,2021-07-11,create,failed
8513954,dino99@gmail.com,capsule,2021-08-10,create,failed
8513959,allen.cormier@yahoo.com,dataset,2021-11-30,computation,completed
